action_type,mechanism_of_action,molecule_chembl_id,target_chembl_id,parent_molecule_chembl_id,molecule_chembl_id_molecule_table,atc_classifications,pref_name_molecule,canonical_smiles,standard_inchi,standard_inchi_key,parent_chembl_id,oral,parenteral,organism,target_type,pref_name_target,accession,component_id,protein_classifications,level_1,level_2,level_3,level_4,level_5,InChi_nostereo
INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,CHEMBL2105712,CHEMBL1824,CHEMBL1173655,CHEMBL1173655,['L01EB03'],AFATINIB,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,"InChI=1S/C24H25ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h3-6,10-12,14,16H,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)/b4-3+/t16-/m0/s1",ULXXDDBFHOBEHA-CWDCEQMOSA-N,CHEMBL1173655,True,False,Homo sapiens,SINGLE PROTEIN,Receptor protein-tyrosine kinase erbB-2,P04626,[120],[149],['Enzyme'],['Kinase'],['Protein Kinase'],['TK protein kinase group'],['Tyrosine protein kinase EGFR family'],"InChI=1S/C24H25ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h3-6,10-12,14,16H,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)"
INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,CHEMBL2105719,CHEMBL1824,CHEMBL2110732,CHEMBL2110732,[],DACOMITINIB ANHYDROUS,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,"InChI=1S/C24H25ClFN5O2/c1-33-22-14-20-17(24(28-15-27-20)29-16-7-8-19(26)18(25)12-16)13-21(22)30-23(32)6-5-11-31-9-3-2-4-10-31/h5-8,12-15H,2-4,9-11H2,1H3,(H,30,32)(H,27,28,29)/b6-5+",LVXJQMNHJWSHET-AATRIKPKSA-N,CHEMBL2110732,True,False,Homo sapiens,SINGLE PROTEIN,Receptor protein-tyrosine kinase erbB-2,P04626,[120],[149],['Enzyme'],['Kinase'],['Protein Kinase'],['TK protein kinase group'],['Tyrosine protein kinase EGFR family'],"InChI=1S/C24H25ClFN5O2/c1-33-22-14-20-17(24(28-15-27-20)29-16-7-8-19(26)18(25)12-16)13-21(22)30-23(32)6-5-11-31-9-3-2-4-10-31/h5-8,12-15H,2-4,9-11H2,1H3,(H,30,32)(H,27,28,29)"
INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,CHEMBL3989868,CHEMBL1824,CHEMBL3989868,CHEMBL3989868,['L01EH03'],TUCATINIB,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,"InChI=1S/C26H24N8O2/c1-16-10-17(5-7-22(16)36-19-8-9-34-23(12-19)28-15-30-34)31-24-20-11-18(4-6-21(20)27-14-29-24)32-25-33-26(2,3)13-35-25/h4-12,14-15H,13H2,1-3H3,(H,32,33)(H,27,29,31)",SDEAXTCZPQIFQM-UHFFFAOYSA-N,CHEMBL3989868,True,False,Homo sapiens,SINGLE PROTEIN,Receptor protein-tyrosine kinase erbB-2,P04626,[120],[149],['Enzyme'],['Kinase'],['Protein Kinase'],['TK protein kinase group'],['Tyrosine protein kinase EGFR family'],"InChI=1S/C26H24N8O2/c1-16-10-17(5-7-22(16)36-19-8-9-34-23(12-19)28-15-30-34)31-24-20-11-18(4-6-21(20)27-14-29-24)32-25-33-26(2,3)13-35-25/h4-12,14-15H,13H2,1-3H3,(H,32,33)(H,27,29,31)"
INHIBITOR,Receptor protein-tyrosine kinase erbB-4 inhibitor,CHEMBL180022,CHEMBL3009,CHEMBL180022,CHEMBL180022,['L01EH02'],NERATINIB,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,"InChI=1S/C30H29ClN6O3/c1-4-39-28-16-25-23(15-26(28)36-29(38)9-7-13-37(2)3)30(20(17-32)18-34-25)35-21-10-11-27(24(31)14-21)40-19-22-8-5-6-12-33-22/h5-12,14-16,18H,4,13,19H2,1-3H3,(H,34,35)(H,36,38)/b9-7+",JWNPDZNEKVCWMY-VQHVLOKHSA-N,CHEMBL180022,True,False,Homo sapiens,SINGLE PROTEIN,Receptor protein-tyrosine kinase erbB-4,Q15303,[1338],[149],['Enzyme'],['Kinase'],['Protein Kinase'],['TK protein kinase group'],['Tyrosine protein kinase EGFR family'],"InChI=1S/C30H29ClN6O3/c1-4-39-28-16-25-23(15-26(28)36-29(38)9-7-13-37(2)3)30(20(17-32)18-34-25)35-21-10-11-27(24(31)14-21)40-19-22-8-5-6-12-33-22/h5-12,14-16,18H,4,13,19H2,1-3H3,(H,34,35)(H,36,38)"
INHIBITOR,Receptor protein-tyrosine kinase erbB-4 inhibitor,CHEMBL2105712,CHEMBL3009,CHEMBL1173655,CHEMBL1173655,['L01EB03'],AFATINIB,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,"InChI=1S/C24H25ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h3-6,10-12,14,16H,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)/b4-3+/t16-/m0/s1",ULXXDDBFHOBEHA-CWDCEQMOSA-N,CHEMBL1173655,True,False,Homo sapiens,SINGLE PROTEIN,Receptor protein-tyrosine kinase erbB-4,Q15303,[1338],[149],['Enzyme'],['Kinase'],['Protein Kinase'],['TK protein kinase group'],['Tyrosine protein kinase EGFR family'],"InChI=1S/C24H25ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h3-6,10-12,14,16H,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)"
INHIBITOR,Receptor protein-tyrosine kinase erbB-4 inhibitor,CHEMBL2105719,CHEMBL3009,CHEMBL2110732,CHEMBL2110732,[],DACOMITINIB ANHYDROUS,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,"InChI=1S/C24H25ClFN5O2/c1-33-22-14-20-17(24(28-15-27-20)29-16-7-8-19(26)18(25)12-16)13-21(22)30-23(32)6-5-11-31-9-3-2-4-10-31/h5-8,12-15H,2-4,9-11H2,1H3,(H,30,32)(H,27,28,29)/b6-5+",LVXJQMNHJWSHET-AATRIKPKSA-N,CHEMBL2110732,True,False,Homo sapiens,SINGLE PROTEIN,Receptor protein-tyrosine kinase erbB-4,Q15303,[1338],[149],['Enzyme'],['Kinase'],['Protein Kinase'],['TK protein kinase group'],['Tyrosine protein kinase EGFR family'],"InChI=1S/C24H25ClFN5O2/c1-33-22-14-20-17(24(28-15-27-20)29-16-7-8-19(26)18(25)12-16)13-21(22)30-23(32)6-5-11-31-9-3-2-4-10-31/h5-8,12-15H,2-4,9-11H2,1H3,(H,30,32)(H,27,28,29)"
INHIBITOR,Renin inhibitor,CHEMBL3545059,CHEMBL286,CHEMBL1639,CHEMBL1639,['C09XA02'],ALISKIREN,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,"InChI=1S/C30H53N3O6/c1-19(2)22(14-21-10-11-26(38-8)27(15-21)39-13-9-12-37-7)16-24(31)25(34)17-23(20(3)4)28(35)33-18-30(5,6)29(32)36/h10-11,15,19-20,22-25,34H,9,12-14,16-18,31H2,1-8H3,(H2,32,36)(H,33,35)/t22-,23-,24-,25-/m0/s1",UXOWGYHJODZGMF-QORCZRPOSA-N,CHEMBL1639,True,False,Homo sapiens,SINGLE PROTEIN,Renin,P00797,[315],[47],['Enzyme'],['Protease'],['Aspartic protease'],['Aspartic protease AA clan'],['Aspartic protease A1A subfamily'],"InChI=1S/C30H53N3O6/c1-19(2)22(14-21-10-11-26(38-8)27(15-21)39-13-9-12-37-7)16-24(31)25(34)17-23(20(3)4)28(35)33-18-30(5,6)29(32)36/h10-11,15,19-20,22-25,34H,9,12-14,16-18,31H2,1-8H3,(H2,32,36)(H,33,35)"
INHIBITOR,Rho-associated protein kinase 2 inhibitor,CHEMBL2005186,CHEMBL2973,CHEMBL2005186,CHEMBL2005186,['L04AA48'],BELUMOSUDIL,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,"InChI=1S/C26H24N6O2/c1-16(2)28-24(33)15-34-20-7-5-6-17(13-20)25-30-23-9-4-3-8-21(23)26(31-25)29-19-10-11-22-18(12-19)14-27-32-22/h3-14,16H,15H2,1-2H3,(H,27,32)(H,28,33)(H,29,30,31)",GKHIVNAUVKXIIY-UHFFFAOYSA-N,CHEMBL2005186,True,False,Homo sapiens,SINGLE PROTEIN,Rho-associated protein kinase 2,O75116,[1304],[315],['Enzyme'],['Kinase'],['Protein Kinase'],['AGC protein kinase group'],['AGC protein kinase DMPK family'],"InChI=1S/C26H24N6O2/c1-16(2)28-24(33)15-34-20-7-5-6-17(13-20)25-30-23-9-4-3-8-21(23)26(31-25)29-19-10-11-22-18(12-19)14-27-32-22/h3-14,16H,15H2,1-2H3,(H,27,32)(H,28,33)(H,29,30,31)"
INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor,CHEMBL1200485,CHEMBL5145,CHEMBL1336,CHEMBL1336,['L01EX02'],SORAFENIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,"InChI=1S/C21H16ClF3N4O3/c1-26-19(30)18-11-15(8-9-27-18)32-14-5-2-12(3-6-14)28-20(31)29-13-4-7-17(22)16(10-13)21(23,24)25/h2-11H,1H3,(H,26,30)(H2,28,29,31)",MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL1336,True,False,Homo sapiens,SINGLE PROTEIN,Serine/threonine-protein kinase B-raf,P15056,[3449],[1638],['Enzyme'],['Kinase'],['Protein Kinase'],['TKL protein kinase group'],['TKL protein kinase RAF family'],"InChI=1S/C21H16ClF3N4O3/c1-26-19(30)18-11-15(8-9-27-18)32-14-5-2-12(3-6-14)28-20(31)29-13-4-7-17(22)16(10-13)21(23,24)25/h2-11H,1H3,(H,26,30)(H2,28,29,31)"
INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor,CHEMBL1229517,CHEMBL5145,CHEMBL1229517,CHEMBL1229517,['L01EC01'],VEMURAFENIB,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,"InChI=1S/C23H18ClF2N3O3S/c1-2-9-33(31,32)29-19-8-7-18(25)20(21(19)26)22(30)17-12-28-23-16(17)10-14(11-27-23)13-3-5-15(24)6-4-13/h3-8,10-12,29H,2,9H2,1H3,(H,27,28)",GPXBXXGIAQBQNI-UHFFFAOYSA-N,CHEMBL1229517,True,False,Homo sapiens,SINGLE PROTEIN,Serine/threonine-protein kinase B-raf,P15056,[3449],[1638],['Enzyme'],['Kinase'],['Protein Kinase'],['TKL protein kinase group'],['TKL protein kinase RAF family'],"InChI=1S/C23H18ClF2N3O3S/c1-2-9-33(31,32)29-19-8-7-18(25)20(21(19)26)22(30)17-12-28-23-16(17)10-14(11-27-23)13-3-5-15(24)6-4-13/h3-8,10-12,29H,2,9H2,1H3,(H,27,28)"
INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor,CHEMBL1946170,CHEMBL5145,CHEMBL1946170,CHEMBL1946170,['L01EX05'],REGORAFENIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,"InChI=1S/C21H15ClF4N4O3/c1-27-19(31)18-10-13(6-7-28-18)33-12-3-5-17(16(23)9-12)30-20(32)29-11-2-4-15(22)14(8-11)21(24,25)26/h2-10H,1H3,(H,27,31)(H2,29,30,32)",FNHKPVJBJVTLMP-UHFFFAOYSA-N,CHEMBL1946170,True,False,Homo sapiens,SINGLE PROTEIN,Serine/threonine-protein kinase B-raf,P15056,[3449],[1638],['Enzyme'],['Kinase'],['Protein Kinase'],['TKL protein kinase group'],['TKL protein kinase RAF family'],"InChI=1S/C21H15ClF4N4O3/c1-27-19(31)18-10-13(6-7-28-18)33-12-3-5-17(16(23)9-12)30-20(32)29-11-2-4-15(22)14(8-11)21(24,25)26/h2-10H,1H3,(H,27,31)(H2,29,30,32)"
INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor,CHEMBL2105729,CHEMBL5145,CHEMBL2028663,CHEMBL2028663,['L01EC02'],DABRAFENIB,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,"InChI=1S/C23H20F3N5O2S2/c1-23(2,3)21-30-18(19(34-21)16-10-11-28-22(27)29-16)12-6-4-9-15(17(12)26)31-35(32,33)20-13(24)7-5-8-14(20)25/h4-11,31H,1-3H3,(H2,27,28,29)",BFSMGDJOXZAERB-UHFFFAOYSA-N,CHEMBL2028663,True,False,Homo sapiens,SINGLE PROTEIN,Serine/threonine-protein kinase B-raf,P15056,[3449],[1638],['Enzyme'],['Kinase'],['Protein Kinase'],['TKL protein kinase group'],['TKL protein kinase RAF family'],"InChI=1S/C23H20F3N5O2S2/c1-23(2,3)21-30-18(19(34-21)16-10-11-28-22(27)29-16)12-6-4-9-15(17(12)26)31-35(32,33)20-13(24)7-5-8-14(20)25/h4-11,31H,1-3H3,(H2,27,28,29)"
INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor,CHEMBL3301612,CHEMBL5145,CHEMBL3301612,CHEMBL3301612,['L01EC03'],ENCORAFENIB,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,"InChI=1S/C22H27ClFN7O4S/c1-12(2)31-11-16(17-6-7-25-21(28-17)26-10-13(3)27-22(32)35-4)20(29-31)15-8-14(23)9-18(19(15)24)30-36(5,33)34/h6-9,11-13,30H,10H2,1-5H3,(H,27,32)(H,25,26,28)/t13-/m0/s1",CMJCXYNUCSMDBY-ZDUSSCGKSA-N,CHEMBL3301612,True,False,Homo sapiens,SINGLE PROTEIN,Serine/threonine-protein kinase B-raf,P15056,[3449],[1638],['Enzyme'],['Kinase'],['Protein Kinase'],['TKL protein kinase group'],['TKL protein kinase RAF family'],"InChI=1S/C22H27ClFN7O4S/c1-12(2)31-11-16(17-6-7-25-21(28-17)26-10-13(3)27-22(32)35-4)20(29-31)15-8-14(23)9-18(19(15)24)30-36(5,33)34/h6-9,11-13,30H,10H2,1-5H3,(H,27,32)(H,25,26,28)"
INHIBITOR,Serine/threonine-protein kinase RAF inhibitor,CHEMBL1200485,CHEMBL1906,CHEMBL1336,CHEMBL1336,['L01EX02'],SORAFENIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,"InChI=1S/C21H16ClF3N4O3/c1-26-19(30)18-11-15(8-9-27-18)32-14-5-2-12(3-6-14)28-20(31)29-13-4-7-17(22)16(10-13)21(23,24)25/h2-11H,1H3,(H,26,30)(H2,28,29,31)",MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL1336,True,False,Homo sapiens,SINGLE PROTEIN,Serine/threonine-protein kinase RAF,P04049,[219],[1638],['Enzyme'],['Kinase'],['Protein Kinase'],['TKL protein kinase group'],['TKL protein kinase RAF family'],"InChI=1S/C21H16ClF3N4O3/c1-26-19(30)18-11-15(8-9-27-18)32-14-5-2-12(3-6-14)28-20(31)29-13-4-7-17(22)16(10-13)21(23,24)25/h2-11H,1H3,(H,26,30)(H2,28,29,31)"
INHIBITOR,Serine/threonine-protein kinase RAF inhibitor,CHEMBL1946170,CHEMBL1906,CHEMBL1946170,CHEMBL1946170,['L01EX05'],REGORAFENIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,"InChI=1S/C21H15ClF4N4O3/c1-27-19(31)18-10-13(6-7-28-18)33-12-3-5-17(16(23)9-12)30-20(32)29-11-2-4-15(22)14(8-11)21(24,25)26/h2-10H,1H3,(H,27,31)(H2,29,30,32)",FNHKPVJBJVTLMP-UHFFFAOYSA-N,CHEMBL1946170,True,False,Homo sapiens,SINGLE PROTEIN,Serine/threonine-protein kinase RAF,P04049,[219],[1638],['Enzyme'],['Kinase'],['Protein Kinase'],['TKL protein kinase group'],['TKL protein kinase RAF family'],"InChI=1S/C21H15ClF4N4O3/c1-27-19(31)18-10-13(6-7-28-18)33-12-3-5-17(16(23)9-12)30-20(32)29-11-2-4-15(22)14(8-11)21(24,25)26/h2-10H,1H3,(H,27,31)(H2,29,30,32)"
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1113,CHEMBL228,CHEMBL1113,CHEMBL1113,['N06AA17'],AMOXAPINE,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,"InChI=1S/C17H16ClN3O/c18-12-5-6-15-13(11-12)17(21-9-7-19-8-10-21)20-14-3-1-2-4-16(14)22-15/h1-6,11,19H,7-10H2",QWGDMFLQWFTERH-UHFFFAOYSA-N,CHEMBL1113,True,False,Homo sapiens,SINGLE PROTEIN,Serotonin transporter,P31645,[226],[695],['Transporter'],['Electrochemical transporter'],['SLC superfamily of solute carriers'],['SLC06 neurotransmitter transporter family'],[nan],"InChI=1S/C17H16ClN3O/c18-12-5-6-15-13(11-12)17(21-9-7-19-8-10-21)20-14-3-1-2-4-16(14)22-15/h1-6,11,19H,7-10H2"
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1118,CHEMBL228,CHEMBL1118,CHEMBL1118,['N06AX23'],DESVENLAFAXINE,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,"InChI=1S/C16H25NO2/c1-17(2)12-15(13-6-8-14(18)9-7-13)16(19)10-4-3-5-11-16/h6-9,15,18-19H,3-5,10-12H2,1-2H3",KYYIDSXMWOZKMP-UHFFFAOYSA-N,CHEMBL1118,True,False,Homo sapiens,SINGLE PROTEIN,Serotonin transporter,P31645,[226],[695],['Transporter'],['Electrochemical transporter'],['SLC superfamily of solute carriers'],['SLC06 neurotransmitter transporter family'],[nan],"InChI=1S/C16H25NO2/c1-17(2)12-15(13-6-8-14(18)9-7-13)16(19)10-4-3-5-11-16/h6-9,15,18-19H,3-5,10-12H2,1-2H3"
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1200322,CHEMBL228,CHEMBL1508,CHEMBL1508,['N06AB10'],ESCITALOPRAM,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,"InChI=1S/C20H21FN2O/c1-23(2)11-3-10-20(17-5-7-18(21)8-6-17)19-9-4-15(13-22)12-16(19)14-24-20/h4-9,12H,3,10-11,14H2,1-2H3/t20-/m0/s1",WSEQXVZVJXJVFP-FQEVSTJZSA-N,CHEMBL1508,True,False,Homo sapiens,SINGLE PROTEIN,Serotonin transporter,P31645,[226],[695],['Transporter'],['Electrochemical transporter'],['SLC superfamily of solute carriers'],['SLC06 neurotransmitter transporter family'],[nan],"InChI=1S/C20H21FN2O/c1-23(2)11-3-10-20(17-5-7-18(21)8-6-17)19-9-4-15(13-22)12-16(19)14-24-20/h4-9,12H,3,10-11,14H2,1-2H3"
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1200328,CHEMBL228,CHEMBL1175,CHEMBL1175,['N06AX21'],DULOXETINE,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,"InChI=1S/C18H19NOS/c1-19-12-11-17(18-10-5-13-21-18)20-16-9-4-7-14-6-2-3-8-15(14)16/h2-10,13,17,19H,11-12H2,1H3/t17-/m0/s1",ZEUITGRIYCTCEM-KRWDZBQOSA-N,CHEMBL1175,True,False,Homo sapiens,SINGLE PROTEIN,Serotonin transporter,P31645,[226],[695],['Transporter'],['Electrochemical transporter'],['SLC superfamily of solute carriers'],['SLC06 neurotransmitter transporter family'],[nan],"InChI=1S/C18H19NOS/c1-19-12-11-17(18-10-5-13-21-18)20-16-9-4-7-14-6-2-3-8-15(14)16/h2-10,13,17,19H,11-12H2,1H3"
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1200332,CHEMBL228,CHEMBL668,CHEMBL668,['N06AA11'],PROTRIPTYLINE,CNCCCC1c2ccccc2C=Cc2ccccc21,"InChI=1S/C19H21N/c1-20-14-6-11-19-17-9-4-2-7-15(17)12-13-16-8-3-5-10-18(16)19/h2-5,7-10,12-13,19-20H,6,11,14H2,1H3",BWPIARFWQZKAIA-UHFFFAOYSA-N,CHEMBL668,True,False,Homo sapiens,SINGLE PROTEIN,Serotonin transporter,P31645,[226],[695],['Transporter'],['Electrochemical transporter'],['SLC superfamily of solute carriers'],['SLC06 neurotransmitter transporter family'],[nan],"InChI=1S/C19H21N/c1-20-14-6-11-19-17-9-4-2-7-15(17)12-13-16-8-3-5-10-18(16)19/h2-5,7-10,12-13,19-20H,6,11,14H2,1H3"
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1200710,CHEMBL228,CHEMBL415,CHEMBL415,['N06AA04'],CLOMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,"InChI=1S/C19H23ClN2/c1-21(2)12-5-13-22-18-7-4-3-6-15(18)8-9-16-10-11-17(20)14-19(16)22/h3-4,6-7,10-11,14H,5,8-9,12-13H2,1-2H3",GDLIGKIOYRNHDA-UHFFFAOYSA-N,CHEMBL415,True,False,Homo sapiens,SINGLE PROTEIN,Serotonin transporter,P31645,[226],[695],['Transporter'],['Electrochemical transporter'],['SLC superfamily of solute carriers'],['SLC06 neurotransmitter transporter family'],[nan],"InChI=1S/C19H23ClN2/c1-21(2)12-5-13-22-18-7-4-3-6-15(18)8-9-16-10-11-17(20)14-19(16)22/h3-4,6-7,10-11,14H,5,8-9,12-13H2,1-2H3"
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1200781,CHEMBL228,CHEMBL549,CHEMBL549,['N06AB04'],CITALOPRAM,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,"InChI=1S/C20H21FN2O/c1-23(2)11-3-10-20(17-5-7-18(21)8-6-17)19-9-4-15(13-22)12-16(19)14-24-20/h4-9,12H,3,10-11,14H2,1-2H3",WSEQXVZVJXJVFP-UHFFFAOYSA-N,CHEMBL549,True,False,Homo sapiens,SINGLE PROTEIN,Serotonin transporter,P31645,[226],[695],['Transporter'],['Electrochemical transporter'],['SLC superfamily of solute carriers'],['SLC06 neurotransmitter transporter family'],[nan],"InChI=1S/C20H21FN2O/c1-23(2)11-3-10-20(17-5-7-18(21)8-6-17)19-9-4-15(13-22)12-16(19)14-24-20/h4-9,12H,3,10-11,14H2,1-2H3"
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1200798,CHEMBL228,CHEMBL621,CHEMBL621,['N06AX05'],TRAZODONE,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,"InChI=1S/C19H22ClN5O/c20-16-5-3-6-17(15-16)23-13-11-22(12-14-23)8-4-10-25-19(26)24-9-2-1-7-18(24)21-25/h1-3,5-7,9,15H,4,8,10-14H2",PHLBKPHSAVXXEF-UHFFFAOYSA-N,CHEMBL621,True,False,Homo sapiens,SINGLE PROTEIN,Serotonin transporter,P31645,[226],[695],['Transporter'],['Electrochemical transporter'],['SLC superfamily of solute carriers'],['SLC06 neurotransmitter transporter family'],[nan],"InChI=1S/C19H22ClN5O/c20-16-5-3-6-17(15-16)23-13-11-22(12-14-23)8-4-10-25-19(26)24-9-2-1-7-18(24)21-25/h1-3,5-7,9,15H,4,8,10-14H2"
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1200964,CHEMBL228,CHEMBL629,CHEMBL629,['N06AA09'],AMITRIPTYLINE,CN(C)CCC=C1c2ccccc2CCc2ccccc21,"InChI=1S/C20H23N/c1-21(2)15-7-12-20-18-10-5-3-8-16(18)13-14-17-9-4-6-11-19(17)20/h3-6,8-12H,7,13-15H2,1-2H3",KRMDCWKBEZIMAB-UHFFFAOYSA-N,CHEMBL629,True,True,Homo sapiens,SINGLE PROTEIN,Serotonin transporter,P31645,[226],[695],['Transporter'],['Electrochemical transporter'],['SLC superfamily of solute carriers'],['SLC06 neurotransmitter transporter family'],[nan],"InChI=1S/C20H23N/c1-21(2)15-7-12-20-18-10-5-3-8-16(18)13-14-17-9-4-6-11-19(17)20/h3-6,8-12H,7,13-15H2,1-2H3"
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1201066,CHEMBL228,CHEMBL637,CHEMBL637,['N06AX16'],VENLAFAXINE,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,"InChI=1S/C17H27NO2/c1-18(2)13-16(17(19)11-5-4-6-12-17)14-7-9-15(20-3)10-8-14/h7-10,16,19H,4-6,11-13H2,1-3H3",PNVNVHUZROJLTJ-UHFFFAOYSA-N,CHEMBL637,True,False,Homo sapiens,SINGLE PROTEIN,Serotonin transporter,P31645,[226],[695],['Transporter'],['Electrochemical transporter'],['SLC superfamily of solute carriers'],['SLC06 neurotransmitter transporter family'],[nan],"InChI=1S/C17H27NO2/c1-18(2)13-16(17(19)11-5-4-6-12-17)14-7-9-15(20-3)10-8-14/h7-10,16,19H,4-6,11-13H2,1-3H3"
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1201082,CHEMBL228,CHEMBL41,CHEMBL41,['N06AB03'],FLUOXETINE,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,"InChI=1S/C17H18F3NO/c1-21-12-11-16(13-5-3-2-4-6-13)22-15-9-7-14(8-10-15)17(18,19)20/h2-10,16,21H,11-12H2,1H3",RTHCYVBBDHJXIQ-UHFFFAOYSA-N,CHEMBL41,True,False,Homo sapiens,SINGLE PROTEIN,Serotonin transporter,P31645,[226],[695],['Transporter'],['Electrochemical transporter'],['SLC superfamily of solute carriers'],['SLC06 neurotransmitter transporter family'],[nan],"InChI=1S/C17H18F3NO/c1-21-12-11-16(13-5-3-2-4-6-13)22-15-9-7-14(8-10-15)17(18,19)20/h2-10,16,21H,11-12H2,1H3"
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1201156,CHEMBL228,CHEMBL445,CHEMBL445,['N06AA10'],NORTRIPTYLINE,CNCCC=C1c2ccccc2CCc2ccccc21,"InChI=1S/C19H21N/c1-20-14-6-11-19-17-9-4-2-7-15(17)12-13-16-8-3-5-10-18(16)19/h2-5,7-11,20H,6,12-14H2,1H3",PHVGLTMQBUFIQQ-UHFFFAOYSA-N,CHEMBL445,True,False,Homo sapiens,SINGLE PROTEIN,Serotonin transporter,P31645,[226],[695],['Transporter'],['Electrochemical transporter'],['SLC superfamily of solute carriers'],['SLC06 neurotransmitter transporter family'],[nan],"InChI=1S/C19H21N/c1-20-14-6-11-19-17-9-4-2-7-15(17)12-13-16-8-3-5-10-18(16)19/h2-5,7-11,20H,6,12-14H2,1H3"
